Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, FACE VALUE
500084,,CESC,CESC LTD.,Active,A ,10.0,INE486A01013,Electric Utilities,Equity,CESC,CESC Limited,EQ,08-FEB-1995,10,1,10
500085,,CHAMBLFERT,CHAMBAL FERTILISERS & CHEMICALS LTD.,Active,A ,10.0,INE085A01013,Fertilizers,Equity,CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,EQ,14-JUN-1995,10,1,10
500086,,EXIDEIND,EXIDE INDUSTRIES LTD.,Active,A ,1.0,INE302A01020,Auto Parts & Equipment,Equity,EXIDEIND,Exide Industries Limited,EQ,17-JUN-2003,1,1,1
500087,,CIPLA,CIPLA LTD.,Active,A ,2.0,INE059A01026,Pharmaceuticals,Equity,CIPLA,Cipla Limited,EQ,08-FEB-1995,2,1,2
500089,,DICIND,DIC INDIA LTD.,Active,B ,10.0,INE303A01010,Specialty Chemicals,Equity,DICIND,DIC India Limited,EQ,30-AUG-1995,10,1,10
500092,,CRISIL,CRISIL LTD.,Active,A ,1.0,INE007A01025,Other Financial Services,Equity,CRISIL,CRISIL Limited,EQ,28-JUN-1995,1,1,1
500093,,CGPOWER,CG Power and Industrial Solutions Ltd,Active,B ,2.0,INE067A01029,Heavy Electrical Equipment,Equity,CGPOWER,CG Power and Industrial Solutions Limited,EQ,01-MAR-1995,2,1,2
500096,,DABUR,DABUR INDIA LTD.,Active,A ,1.0,INE016A01026,Personal Products,Equity,DABUR,Dabur India Limited,EQ,28-APR-1999,1,1,1
500097,,DALMIASUG,Dalmia Bharat Sugar and Industries Ltd,Active,A ,2.0,INE495A01022,Sugar,Equity,DALMIASUG,Dalmia Bharat Sugar and Industries Limited,EQ,17-JAN-1996,2,1,2
500101,,ARVIND,ARVIND LTD.,Active,A ,10.0,INE034A01011,Textiles,Equity,ARVIND,Arvind Limited,EQ,08-FEB-1995,10,1,10
500102,,BALLARPUR,BALLARPUR INDUSTRIES LTD.,Active,Z ,2.0,INE294A01037,Paper & Paper Products,Equity,BALLARPUR,Ballarpur Industries Limited,BZ,31-MAR-2008,2,1,2
500103,,BHEL,BHARAT HEAVY ELECTRICALS LTD.,Active,A ,2.0,INE257A01026,Heavy Electrical Equipment,Equity,BHEL,Bharat Heavy Electricals Limited,EQ,11-NOV-2003,2,1,2
500104,,HINDPETRO,HINDUSTAN PETROLEUM CORPORATION LTD.,Active,A ,10.0,INE094A01015,Refineries/ Petro-Products,Equity,HINDPETRO,Hindustan Petroleum Corporation Limited,EQ,17-JUN-1998,10,1,10
500106,,IFCI,IFCI LTD.,Active,A ,10.0,INE039A01010,Financial Institutions,Equity,IFCI,IFCI Limited,EQ,26-APR-1995,10,1,10
500108,,MTNL,MAHANAGAR TELEPHONE NIGAM LTD.,Active,B ,10.0,INE153A01019,Telecom Services,Equity,MTNL,Mahanagar Telephone Nigam Limited,EQ,17-FEB-1999,10,1,10
500109,,MRPL,MANGALORE REFINERY & PETROCHEMICALS LTD.,Active,A ,10.0,INE103A01014,Refineries/ Petro-Products,Equity,MRPL,Mangalore Refinery and Petrochemicals Limited,EQ,07-JAN-2005,10,1,10
500110,,CHENNPETRO,CHENNAI PETROLEUM CORPORATION LTD.,Active,A ,10.0,INE178A01016,Refineries/ Petro-Products,Equity,CHENNPETRO,Chennai Petroleum Corporation Limited,EQ,07-JUN-2000,10,1,10
500111,,RELCAPITAL,RELIANCE CAPITAL LTD.,Active,B ,10.0,INE013A01015,Finance (including NBFCs),Equity,RELCAPITAL,Reliance Capital Limited,EQ,29-NOV-1995,10,1,10
500112,,SBIN,STATE BANK OF INDIA,Active,A ,1.0,INE062A01020,Banks,Equity,SBIN,State Bank of India,EQ,01-MAR-1995,1,1,1
500113,,SAIL,STEEL AUTHORITY OF INDIA LTD.,Active,A ,10.0,INE114A01011,Iron & Steel/Interm.Products,Equity,SAIL,Steel Authority of India Limited,EQ,06-JUL-1995,10,1,10
500114,,TITAN,Titan Company Limited,Active,A ,1.0,INE280A01028,Other Apparels & Accessories,Equity,TITAN,Titan Company Limited,EQ,24-SEP-2004,1,1,1
500116,,IDBI,IDBI BANK LTD.,Active,A ,10.0,INE008A01015,Banks,Equity,IDBI,IDBI Bank Limited,EQ,20-SEP-1995,10,1,10
500117,,DCW,DCW LTD.,Active,B ,2.0,INE500A01029,Petrochemicals,Equity,DCW,DCW Limited,EQ,25-MAY-1995,2,1,2
500119,,DHAMPURSUG,DHAMPUR SUGAR MILLS LTD.,Active,A ,10.0,INE041A01016,Sugar,Equity,DHAMPURSUG,Dhampur Sugar Mills Limited,EQ,29-MAR-1995,10,1,10
500124,,DRREDDY,DR.REDDY&#39;S LABORATORIES LTD.,Active,A ,5.0,INE089A01023,Pharmaceuticals,Equity,DRREDDY,Dr. Reddy's Laboratories Limited,EQ,30-MAY-2003,5,1,5
500125,,EIDPARRY,E.I.D.-PARRY (INDIA) LTD.,Active,A ,1.0,INE126A01031,Sugar,Equity,EIDPARRY,EID Parry India Limited,EQ,10-MAY-1995,1,1,1
500126,,PGHL,Procter & Gamble Health Ltd,Active,A ,10.0,INE199A01012,Pharmaceuticals,Equity,PGHL,Procter & Gamble Health Limited,EQ,24-APR-1996,10,1,10
500128,,ELECTCAST,ELECTROSTEEL CASTINGS LTD.,Active,B ,1.0,INE086A01029,Construction & Engineering,Equity,ELECTCAST,Electrosteel Castings Limited,EQ,20-JUN-2003,1,1,1
500133,,ESABINDIA,ESAB INDIA LTD.,Active,A ,10.0,INE284A01012,Other Industrial Goods,Equity,ESABINDIA,Esab India Limited,EQ,01-NOV-1995,10,1,10
500135,,EPL,EPL Ltd,Active,A ,2.0,INE255A01020,Containers & Packaging,Equity,EPL,EPL Limited,EQ,11-FEB-2002,2,1,2
500136,,ESTER,ESTER INDUSTRIES LTD.,Active,B ,5.0,INE778B01029,Containers & Packaging,Equity,ESTER,Ester Industries Limited,EQ,20-JUN-2011,5,1,5
500144,,FINCABLES,FINOLEX CABLES LTD.,Active,A ,2.0,INE235A01022,Other Elect.Equip./ Prod.,Equity,FINCABLES,Finolex Cables Limited,EQ,15-FEB-1995,2,1,2
500148,,UFLEX,UFLEX LTD.,Active,A ,10.0,INE516A01017,Containers & Packaging,Equity,UFLEX,UFLEX Limited,EQ,23-AUG-1995,10,1,10
500150,,FOSECOIND,FOSECO INDIA LTD.,Active,B ,10.0,INE519A01011,Commodity Chemicals,Equity,FOSECOIND,Foseco India Limited,EQ,05-MAY-2003,10,1,10
500151,,GOLDENTOBC,GOLDEN TOBACCO LTD.,Active,B ,10.0,INE973A01010,Cigarettes-Tobacco Products,Equity,GOLDENTOBC,Golden Tobacco Limited,EQ,08-FEB-1995,10,1,10
500160,,GTL,GTL LTD.,Active,B ,10.0,INE043A01012,Other Telecom Services,Equity,GTL,GTL Limited,EQ,29-MAR-1995,10,1,10
500163,,GODFRYPHLP,GODFREY PHILLIPS INDIA LTD.,Active,A ,2.0,INE260B01028,Cigarettes-Tobacco Products,Equity,GODFRYPHLP,Godfrey Phillips India Limited,EQ,24-JUL-1996,2,1,2
500164,,GODREJIND,GODREJ INDUSTRIES LTD.,Active,A ,1.0,INE233A01035,Commodity Chemicals,Equity,GODREJIND,Godrej Industries Limited,EQ,25-FEB-2003,1,1,1
500165,,KANSAINER,KANSAI NEROLAC PAINTS LTD.,Active,A ,1.0,INE531A01024,Furniture-Furnishing-Paints,Equity,KANSAINER,Kansai Nerolac Paints Limited,EQ,15-SEP-2003,1,1,1
500168,,GOODYEAR,GOODYEAR INDIA LTD.,Active,A ,10.0,INE533A01012,Auto Tyres & Rubber Products,Equity,GOODYEAR,Goodyear India Limited,EQ,28-DEC-1994,10,1,10
500171,,GHCL,GHCL LTD.,Active,A ,10.0,INE539A01019,Commodity Chemicals,Equity,GHCL,GHCL Limited,EQ,31-JUL-2003,10,1,10
500173,,GFLLIMITED,GFL Ltd,Active,A ,1.0,INE538A01037,Industrial Gases,Equity,GFLLIMITED,GFL Limited,EQ,25-MAY-1995,1,1,1
500174,,GLFL,GUJARAT LEASE FINANCING LTD.,Active,B ,10.0,INE540A01017,Finance (including NBFCs),Equity,GLFL,Gujarat Lease Financing Limited,EQ,08-FEB-1995,10,1,10
500179,,HCL-INSYS,HCL INFOSYSTEMS LTD.,Active,B ,2.0,INE236A01020,Computer Hardware,Equity,HCL-INSYS,HCL Infosystems Limited,EQ,01-JAN-1997,2,1,2
500180,,HDFCBANK,HDFC Bank Ltd,Active,A ,1.0,INE040A01034,Banks,Equity,HDFCBANK,HDFC Bank Limited,EQ,08-NOV-1995,1,1,1
500182,,HEROMOTOCO,HERO MOTOCORP LTD.,Active,A ,2.0,INE158A01026,2/3 Wheelers,Equity,HEROMOTOCO,Hero MotoCorp Limited,EQ,11-APR-2003,2,1,2
500183,,HFCL,HFCL Ltd,Active,A ,1.0,INE548A01028,Telecom Cables,Equity,HFCL,HFCL Limited,EQ,09-MAR-2011,1,1,1
500184,,HSCL,Himadri Speciality Chemical Ltd,Active,A ,1.0,INE019C01026,Specialty Chemicals,Equity,HSCL,Himadri Speciality Chemical Limited,EQ,02-MAR-2007,1,1,1
500185,,HCC,HINDUSTAN CONSTRUCTION CO.LTD.,Active,A ,1.0,INE549A01026,Construction & Engineering,Equity,HCC,Hindustan Construction Company Limited,EQ,01-APR-2003,1,1,1
500186,,HINDOILEXP,HINDUSTAN OIL EXPLORATION CO.LTD.,Active,A ,10.0,INE345A01011,Exploration & Production,Equity,HINDOILEXP,Hindustan Oil Exploration Company Limited,EQ,23-SEP-2003,10,1,10
500187,,HSIL,HSIL LTD.,Active,B ,2.0,INE415A01038,Containers & Packaging,Equity,HSIL,HSIL Limited,EQ,31-MAY-2000,2,1,2
500188,,HINDZINC,HINDUSTAN ZINC LTD.,Active,A ,2.0,INE267A01025,Zinc,Equity,HINDZINC,Hindustan Zinc Limited,EQ,21-NOV-2006,2,1,2
500189,,NXTDIGITAL,Nxtdigital Ltd,Active,B ,10.0,INE353A01023,Broadcasting & Cable TV,Equity,NXTDIGITAL,NXTDIGITAL LIMITED,EQ,24-APR-2007,10,1,10
500191,,HMT,HMT LTD.,Active,Z ,10.0,INE262A01018,Commercial Vehicles,Equity,HMT,HMT Limited,BZ,29-AUG-2003,10,1,10
500193,,HLVLTD,HLV Ltd,Active,B ,2.0,INE102A01024,Hotels,Equity,HLVLTD,HLV LIMITED,EQ,19-JUL-1995,2,1,2
500199,,IGPL,I G PETROCHEMICALS LTD.,Active,B ,10.0,INE204A01010,Commodity Chemicals,Equity,IGPL,IG Petrochemicals Limited,EQ,29-JAN-2007,10,1,10
500201,,INDIAGLYCO,INDIA GLYCOLS LTD.,Active,A ,10.0,INE560A01015,Commodity Chemicals,Equity,INDIAGLYCO,India Glycols Limited,EQ,01-JUL-2005,10,1,10
500207,,INDORAMA,INDO RAMA SYNTHETICS (INDIA) LTD.,Active,B ,10.0,INE156A01020,Textiles,Equity,INDORAMA,Indo Rama Synthetics (India) Limited,EQ,20-JUN-2003,10,1,10
500209,,INFY,INFOSYS LTD.,Active,A ,5.0,INE009A01021,IT Consulting & Software,Equity,INFY,Infosys Limited,EQ,08-FEB-1995,5,1,5
500210,,INGERRAND,INGERSOLL-RAND (INDIA) LTD.,Active,A ,10.0,INE177A01018,Industrial Machinery,Equity,INGERRAND,Ingersoll Rand (India) Limited,EQ,15-APR-1999,10,1,10
500215,,ATFL,AGRO TECH FOODS LTD.,Active,A ,10.0,INE209A01019,Other Agricultural Products,Equity,ATFL,Agro Tech Foods Limited,EQ,06-DEC-2002,10,1,10
500219,,JISLJALEQS,JAIN IRRIGATION SYSTEMS LTD.,Active,A ,2.0,INE175A01038,Plastic Products,Equity,JISLJALEQS,Jain Irrigation Systems Limited,EQ,13-AUG-2001,2,1,2
500227,,JINDALPOLY,JINDAL POLY FILMS LTD.,Active,A ,10.0,INE197D01010,Containers & Packaging,Equity,JINDALPOLY,Jindal Poly Films Limited,EQ,21-JAN-2002,10,1,10
500228,,JSWSTEEL,JSW STEEL LTD.,Active,A ,1.0,INE019A01038,Iron & Steel/Interm.Products,Equity,JSWSTEEL,JSW Steel Limited,EQ,23-MAR-2005,1,1,1
500231,,UMANGDAIR,UMANG DAIRIES LTD.,Active,B ,5.0,INE864B01027,Packaged Foods,Equity,UMANGDAIRY,Umang Dairies Limited,EQ,02-DEC-2015,5,1,5
500233,,KAJARIACER,KAJARIA CERAMICS LTD.,Active,A ,1.0,INE217B01036,Furniture-Furnishing-Paints,Equity,KAJARIACER,Kajaria Ceramics Limited,EQ,01-JUN-2004,1,1,1
500234,,KAKATCEM,KAKATIYA CEMENT SUGAR & INDUSTRIES LTD.,Active,B ,10.0,INE437B01014,Cement & Cement Products,Equity,KAKATCEM,Kakatiya Cement Sugar & Industries Limited,EQ,13-DEC-1995,10,1,10
500235,,KSL,KALYANI STEELS LTD.,Active,A ,5.0,INE907A01026,Iron & Steel/Interm.Products,Equity,KSL,Kalyani Steels Limited,EQ,19-MAY-2010,5,1,5
500238,,WHIRLPOOL,WHIRLPOOL OF INDIA LTD.,Active,A ,10.0,INE716A01013,Consumer Electronics,Equity,WHIRLPOOL,Whirlpool of India Limited,EQ,06-APR-2010,10,1,10
500241,,KIRLOSBROS,KIRLOSKAR BROTHERS LTD.-$,Active,B ,2.0,INE732A01036,Industrial Machinery,Equity,KIRLOSBROS,Kirloskar Brothers Limited,EQ,20-APR-2010,2,1,2
500243,,KIRLOSIND,Kirloskar Industries Ltd,Active,B ,10.0,INE250A01039,Industrial Machinery,Equity,KIRLOSIND,Kirloskar Industries Limited,EQ,24-JUN-2010,10,1,10
500245,,KIRLFER,KIRLOSKAR FERROUS INDUSTRIES LTD.,Active,B ,5.0,INE884B01025,Iron & Steel/Interm.Products,Equity,KIRLFER,Kirloskar Ferrous Industries Ltd,EQ,13-NOV-2019,5,1,5
500247,,KOTAKBANK,KOTAK MAHINDRA BANK LTD.,Active,A ,5.0,INE237A01028,Banks,Equity,KOTAKBANK,Kotak Mahindra Bank Limited,EQ,20-DEC-1995,5,1,5
500249,,KSB,KSB Ltd,Active,A ,10.0,INE999A01015,Industrial Machinery,Equity,KSB,Ksb Limited,EQ,08-FEB-1995,10,1,10
500250,,LGBBROSLTD,L.G.BALAKRISHNAN & BROS.LTD.,Active,A ,10.0,INE337A01034,Auto Parts & Equipment,Equity,LGBBROSLTD,LG Balakrishnan & Bros Limited,EQ,30-MAR-2010,10,1,10
500251,,TRENT,TRENT LTD.,Active,A ,1.0,INE849A01020,Specialty Retail,Equity,TRENT,Trent Limited,EQ,07-JUN-2004,1,1,1
500252,,LAXMIMACH,LAKSHMI MACHINE WORKS LTD.,Active,A ,10.0,INE269B01029,Industrial Machinery,Equity,LAXMIMACH,Lakshmi Machine Works Limited,EQ,29-MAR-1995,10,1,10
500253,,LICHSGFIN,LIC HOUSING FINANCE LTD.,Active,A ,2.0,INE115A01026,Housing Finance ,Equity,LICHSGFIN,LIC Housing Finance Limited,EQ,29-JUL-1998,2,1,2
500257,,LUPIN,LUPIN LTD.,Active,A ,2.0,INE326A01037,Pharmaceuticals,Equity,LUPIN,Lupin Limited,EQ,10-SEP-2001,2,1,2
500259,,LYKALABS,LYKA LABS LTD.,Active,T ,10.0,INE933A01014,Pharmaceuticals,Equity,LYKALABS,Lyka Labs Limited,BE,08-FEB-1995,10,1,10
500260,,RAMCOCEM,The Ramco Cements Limited,Active,A ,1.0,INE331A01037,Cement & Cement Products,Equity,RAMCOCEM,The Ramco Cements Limited,EQ,09-APR-1997,1,1,1
500265,,MAHSEAMLES,MAHARASHTRA SEAMLESS LTD.,Active,A ,5.0,INE271B01025,Iron & Steel Products,Equity,MAHSEAMLES,Maharashtra Seamless Limited,EQ,25-AUG-2004,5,1,5
500266,,MAHSCOOTER,MAHARASHTRA SCOOTERS LTD.,Active,A ,10.0,INE288A01013,Investment Companies,Equity,MAHSCOOTER,Maharashtra Scooters Limited,EQ,08-FEB-1995,10,1,10
500268,,MANALIPETC,MANALI PETROCHEMICAL LTD.,Active,B ,5.0,INE201A01024,Petrochemicals,Equity,MANALIPETC,Manali Petrochemicals Limited,EQ,06-DEC-2006,5,1,5
500271,,MFSL,Max Financial Services Ltd,Active,A ,2.0,INE180A01020,Life Insurance,Equity,MFSL,Max Financial Services Limited,EQ,17-MAY-2000,2,1,2
500279,,MIRCELECTR,MIRC ELECTRONICS LTD.,Active,B ,1.0,INE831A01028,Consumer Electronics,Equity,MIRCELECTR,MIRC Electronics Limited,EQ,24-MAY-2004,1,1,1
500280,,CENTENKA,CENTURY ENKA LTD.,Active,B ,10.0,INE485A01015,Textiles,Equity,CENTENKA,Century Enka Limited,EQ,10-MAY-1995,10,1,10
500285,,SPICEJET,SPICEJET LTD.,Active,A ,10.0,INE285B01017,Airlines,Equity,SPICEJET,SPICEJET LTD,EQ,10-MAY-1995,10,1,10
500288,,MOREPENLAB,MOREPEN LABORATORIES LTD.,Active,A ,2.0,INE083A01026,Pharmaceuticals,Equity,MOREPENLAB,Morepen Laboratories Limited,EQ,24-NOV-1999,2,1,2
500290,,MRF,MRF LTD.,Active,A ,10.0,INE883A01011,Auto Tyres & Rubber Products,Equity,MRF,MRF Limited,EQ,18-SEP-1996,10,1,10
500292,,HEIDELBERG,HEIDELBERGCEMENT INDIA LTD.,Active,A ,10.0,INE578A01017,Cement & Cement Products,Equity,HEIDELBERG,HeidelbergCement India Limited,EQ,15-MAR-1995,10,1,10
500294,,NCC,NCC Limited,Active,A ,2.0,INE868B01028,Construction & Engineering,Equity,NCC,NCC Limited,EQ,14-OCT-2003,2,1,2
500295,,VEDL,Vedanta Limited,Active,A ,1.0,INE205A01025,Aluminium,Equity,VEDL,Vedanta Limited,EQ,13-MAY-1998,1,1,1
500296,,NAHARSPING,NAHAR SPINNING MILLS LTD.,Active,B ,5.0,INE290A01027,Textiles,Equity,NAHARSPING,Nahar Spinning Mills Limited,EQ,23-MAR-2007,5,1,5
500300,,GRASIM,GRASIM INDUSTRIES LTD.,Active,A ,2.0,INE047A01021,Cement & Cement Products,Equity,GRASIM,Grasim Industries Limited,EQ,10-MAY-1995,2,1,2
500302,,PEL,PIRAMAL ENTERPRISES LTD.,Active,A ,2.0,INE140A01024,Other Financial Services,Equity,PEL,Piramal Enterprises Limited,EQ,08-FEB-1995,2,1,2
500304,,NIITLTD,NIIT LTD.,Active,A ,2.0,INE161A01038,IT Training Services,Equity,NIITLTD,NIIT Limited,EQ,16-AUG-2004,2,1,2
500312,,ONGC,Oil and Natural Gas Corporation Ltd,Active,A ,5.0,INE213A01029,Exploration & Production,Equity,ONGC,Oil & Natural Gas Corporation Limited,EQ,19-JUL-1995,5,1,5
500314,,ORIENTHOT,ORIENTAL HOTELS LTD.,Active,B ,1.0,INE750A01020,Hotels,Equity,ORIENTHOT,Oriental Hotels Limited,EQ,27-AUG-1998,1,1,1
500317,,OSWALAGRO,OSWAL AGRO MILLS LTD.,Active,B ,10.0,INE142A01012,Investment Companies,Equity,OSWALAGRO,Oswal Agro Mills Limited,EQ,29-MAR-1995,10,1,10
500325,,RELIANCE,RELIANCE INDUSTRIES LTD.,Active,A ,10.0,INE002A01018,Integrated Oil & Gas,Equity,RELIANCE,Reliance Industries Limited,EQ,29-NOV-1995,10,1,10
500327,,PILITA,Pil Italica Lifestyle Ltd,Active,B ,1.0,INE600A01035,Plastic Products,Equity,PILITA,PIL ITALICA LIFESTYLE LIMITED,EQ,07-OCT-2013,1,1,1
500330,,RAYMOND,RAYMOND LTD.,Active,A ,10.0,INE301A01014,Textiles,Equity,RAYMOND,Raymond Limited,EQ,18-OCT-1995,10,1,10
500331,,PIDILITIND,PIDILITE INDUSTRIES LTD.,Active,A ,1.0,INE318A01026,Specialty Chemicals,Equity,PIDILITIND,Pidilite Industries Limited,EQ,29-MAR-1995,1,1,1
500335,,BIRLACORPN,BIRLA CORPORATION LTD.,Active,A ,10.0,INE340A01012,Cement & Cement Products,Equity,BIRLACORPN,Birla Corporation Limited,EQ,12-APR-1995,10,1,10
500336,,SURYAROSNI,SURYA ROSHNI LTD.,Active,A ,10.0,INE335A01012,Diversified,Equity,SURYAROSNI,Surya Roshni Limited,EQ,10-MAY-1995,10,1,10
500337,,PRIMESECU,PRIME SECURITIES LTD.,Active,B ,5.0,INE032B01021,Other Financial Services,Equity,PRIMESECU,Prime Securities Limited,EQ,17-JUN-2005,5,1,5
500338,,PRSMJOHNSN,Prism Johnson Ltd,Active,A ,10.0,INE010A01011,Cement & Cement Products,Equity,PRSMJOHNSN,Prism Johnson Limited,EQ,20-AUG-2003,10,1,10
500339,,RAIN,Rain Industries Ltd,Active,A ,2.0,INE855B01025,Petrochemicals,Equity,RAIN,Rain Industries Limited,EQ,03-MAR-2008,2,1,2
500343,,AMJLAND,AMJ Land Holdings Ltd,Active,B ,2.0,INE606A01024,Realty,Equity,AMJLAND,Amj Land Holdings Limited,EQ,08-FEB-1995,2,1,2
500350,,RSWM,RSWM LTD.,Active,B ,10.0,INE611A01016,Textiles,Equity,RSWM,RSWM Limited,EQ,15-FEB-1995,10,1,10
500354,,RAJSREESUG,RAJSHREE SUGARS & CHEMICALS LTD.,Active,B ,10.0,INE562B01019,Sugar,Equity,RAJSREESUG,Rajshree Sugars & Chemicals Limited,EQ,29-MAR-1995,10,1,10
500355,,RALLIS,RALLIS INDIA LTD.,Active,A ,1.0,INE613A01020,Agrochemicals,Equity,RALLIS,Rallis India Limited,EQ,01-APR-1999,1,1,1
500356,,RAMANEWS,SHREE RAMA NEWSPRINT LTD.,Active,B ,10.0,INE278B01020,Paper & Paper Products,Equity,RAMANEWS,Shree Rama Newsprint Limited,EQ,20-SEP-2006,10,1,10
500366,,ROLTA,ROLTA INDIA LTD.,Active,B ,10.0,INE293A01013,Internet Software & Services,Equity,ROLTA,Rolta India Limited,EQ,01-MAR-1995,10,1,10
500368,,RUCHISOYA,RUCHI SOYA INDUSTRIES LTD.,Active,B ,2.0,INE619A01035,Edible Oils,Equity,RUCHI,Ruchi Soya Industries Limited,EQ,24-JAN-2020,2,1,2
500378,,JINDALSAW,JINDAL SAW LTD.,Active,A ,2.0,INE324A01024,Construction & Engineering,Equity,JINDALSAW,Jindal Saw Limited,EQ,29-APR-2003,2,1,2
500380,,JKLAKSHMI,JK LAKSHMI CEMENT LTD.,Active,A ,5.0,INE786A01032,Cement & Cement Products,Equity,JKLAKSHMI,JK Lakshmi Cement Limited,EQ,19-JUN-2006,5,1,5
500387,,SHREECEM,SHREE CEMENT LTD.,Active,A ,10.0,INE070A01015,Cement & Cement Products,Equity,SHREECEM,SHREE CEMENT LIMITED,EQ,26-APR-1995,10,1,10
500390,,RELINFRA,RELIANCE INFRASTRUCTURE LTD.,Active,A ,10.0,INE036A01016,Electric Utilities,Equity,RELINFRA,Reliance Infrastructure Limited,EQ,08-FEB-1995,10,1,10
500400,,TATAPOWER,TATA POWER CO.LTD.,Active,A ,1.0,INE245A01021,Electric Utilities,Equity,TATAPOWER,Tata Power Company Limited,EQ,03-APR-1996,1,1,1
500402,,SPMLINFRA,SPML Infra Limited,Active,T ,2.0,INE937A01023,Construction & Engineering,Equity,SPMLINFRA,SPML Infra Limited,BE,14-FEB-1996,2,1,2
500403,,SUNDRMFAST,SUNDRAM FASTENERS LTD.,Active,A ,1.0,INE387A01021,Auto Parts & Equipment,Equity,SUNDRMFAST,Sundram Fasteners Limited,EQ,07-JUN-2000,1,1,1
500404,,SUNFLAG,SUNFLAG IRON & STEEL CO.LTD.,Active,A ,10.0,INE947A01014,Iron & Steel/Interm.Products,Equity,SUNFLAG,Sunflag Iron And Steel Company Limited,EQ,29-SEP-2005,10,1,10
500405,,SUPPETRO,SUPREME PETROCHEM LTD.,Active,A ,10.0,INE663A01017,Petrochemicals,Equity,SUPPETRO,Supreme Petrochem Limited,EQ,13-OCT-1999,10,1,10
500407,,SWARAJENG,SWARAJ ENGINES LTD.,Active,A ,10.0,INE277A01016,Auto Parts & Equipment,Equity,SWARAJENG,Swaraj Engines Limited,EQ,06-DEC-1995,10,1,10
500408,,TATAELXSI,TATA ELXSI LTD.,Active,A ,10.0,INE670A01012,IT Software Products,Equity,TATAELXSI,Tata Elxsi Limited,EQ,17-SEP-2003,10,1,10
500410,,ACC,ACC LTD.,Active,A ,10.0,INE012A01025,Cement & Cement Products,Equity,ACC,ACC Limited,EQ,20-NOV-1996,10,1,10
500411,,THERMAX,THERMAX LTD.,Active,A ,2.0,INE152A01029,Heavy Electrical Equipment,Equity,THERMAX,Thermax Limited,EQ,30-AUG-1995,2,1,2
500412,,TIRUMALCHM,THIRUMALAI CHEMICALS LTD.,Active,A ,1.0,INE338A01024,Commodity Chemicals,Equity,TIRUMALCHM,Thirumalai Chemicals Limited,EQ,14-MAY-2003,1,1,1
500413,,THOMASCOOK,THOMAS COOK (INDIA) LTD.,Active,A ,1.0,INE332A01027,Travel Support Services,Equity,THOMASCOOK,Thomas Cook  (India)  Limited,EQ,07-JUN-2000,1,1,1
500418,,TOKYOPLAST,TOKYO PLAST INTERNATIONAL LTD.,Active,B ,10.0,INE932C01012,Plastic Products,Equity,TOKYOPLAST,Tokyo Plast International Limited,EQ,11-OCT-1995,10,1,10
500420,,TORNTPHARM,TORRENT PHARMACEUTICALS LTD.,Active,A ,5.0,INE685A01028,Pharmaceuticals,Equity,TORNTPHARM,Torrent Pharmaceuticals Limited,EQ,25-NOV-2002,5,1,5
500425,,AMBUJACEM,AMBUJA CEMENTS LTD.,Active,A ,2.0,INE079A01024,Cement & Cement Products,Equity,AMBUJACEM,Ambuja Cements Limited,EQ,18-FEB-1998,2,1,2
500429,,UNIPHOS,UNIPHOS ENTERPRISES LTD.,Active,B ,2.0,INE037A01022,Comm.Trading  & Distribution,Equity,UNIENTER,Uniphos Enterprises Limited,EQ,23-JAN-2004,2,1,2
500439,,VHL,VARDHMAN HOLDINGS LTD.,Active,B ,10.0,INE701A01023,Finance (including NBFCs),Equity,VHL,Vardhman Holdings Limited,EQ,30-JUN-2005,10,1,10
500440,,HINDALCO,HINDALCO INDUSTRIES LTD.,Active,A ,1.0,INE038A01020,Aluminium,Equity,HINDALCO,Hindalco Industries Limited,EQ,08-JAN-1997,1,1,1
500444,,WSTCSTPAPR,WEST COAST PAPER MILLS LTD.,Active,A ,2.0,INE976A01021,Paper & Paper Products,Equity,WSTCSTPAPR,West Coast Paper Mills Limited,EQ,17-JAN-2001,2,1,2
500459,,PGHH,PROCTER & GAMBLE HYGIENE & HEALTH CARE LTD.,Active,A ,10.0,INE179A01014,Personal Products,Equity,PGHH,Procter & Gamble Hygiene and Health Care Limited,EQ,07-JUL-2004,10,1,10
500460,,MUKANDLTD,MUKAND LTD.,Active,T ,10.0,INE304A01026,Iron & Steel/Interm.Products,Equity,MUKANDLTD,Mukand Limited,BE,23-FEB-2004,10,1,10
500463,,AGCNET,AGC Networks Limited,Active,B ,10.0,INE676A01019,IT Consulting & Software,Equity,AGCNET,AGC Networks Limited,EQ,22-JUL-2003,10,1,10
500464,,UCALFUEL,UCAL FUEL SYSTEMS LTD.,Active,B ,10.0,INE139B01016,Auto Parts & Equipment,Equity,UCALFUEL,Ucal Fuel Systems Limited,EQ,13-SEP-1995,10,1,10
500467,,HARRMALAYA,HARRISONS MALAYALAM LTD.,Active,B ,10.0,INE544A01019,Auto Tyres & Rubber Products,Equity,HARRMALAYA,Harrisons  Malayalam Limited,EQ,08-FEB-1995,10,1,10
500469,,FEDERALBNK,FEDERAL BANK LTD.,Active,A ,2.0,INE171A01029,Banks,Equity,FEDERALBNK,The Federal Bank  Limited,EQ,08-FEB-1995,2,1,2
